Datenbestand;Aktenzeichen/Registernummer;Markendarstellung;Aktenzustand
EM;"005699251";EMOTION TECHNOLOGY;Eintragung abgelaufen
EM;"005699351";EMOTION TOOL;Eintragung abgelaufen
EM;"005699376";ROBSON RHODES;Verzicht auf Eintragung
EM;"005699616";IMOTIONS EMOTION TECHNOLOGY;Eintragung abgelaufen
EM;"005699673";WILCO;Marke eingetragen
EM;"005699756";DENTAL GPS DENTAIRE;Marke eingetragen
EM;"005700752";EPERIUM;Marke eingetragen
EM;"005700885";THAW THERAPY;Eintragung abgelaufen
EM;"005700976";VALODROME;Eintragung abgelaufen
EM;"005701453";Trio_U;Eintragung abgelaufen
EM;"005701479";BINDI;Marke eingetragen
EM;"005701784";MORPHING GENERATION;Marke eingetragen
EM;"005701859";YLONA;Eintragung abgelaufen
EM;"005702171";LICK MY DECK;Anmeldung zurückgenommen
EM;"005702261";RANDOMAKER;Eintragung abgelaufen
EM;"005702279";RAINBOW MAGIC;Marke eingetragen
EM;"005702311";igen;Anmeldung zurückgenommen
EM;"005702444";KATE MOSS;Marke eingetragen
EM;"005702485";INSIGHT:MOBILEADVISOR;Marke eingetragen
EM;"005702543";ITM POWER - THE CONVENIENT ANSWER;Eintragung abgelaufen
EM;"005702568";INSIGHT:LICENSEADVISOR;Marke eingetragen
EM;"005702659";SOMNOALERT;Marke eingetragen
EM;"005702733";design-stories;Marke eingetragen
EM;"005702741";BITBUZZ;Eintragung abgelaufen
EM;"005702782";CHAINMEMORY;Anmeldung zurückgenommen
EM;"005702907";WANNAKEY <w>;Anmeldung zurückgenommen
EM;"005702923";mobiBaccarat;Anmeldung zurückgenommen
EM;"005702964";mobiBlackjack;Eintragung abgelaufen
EM;"005703236";mobiRoulette;Eintragung abgelaufen
EM;"005703525";mobiCraps;Eintragung abgelaufen
EM;"005703566";HiViSAFE;Eintragung abgelaufen
EM;"005703616";mobiBusiness;Eintragung abgelaufen
EM;"005703814";MAPPY;Marke eingetragen
EM;"005703831";Dewy's Adventure;Eintragung abgelaufen
EM;"005704374";MILLBANK;Anmeldung zurückgenommen
EM;"005704408";mobiPowerball;Anmeldung zurückgenommen
EM;"005704499";SERENATA;Eintragung abgelaufen
EM;"005704614";DuoLine;Eintragung abgelaufen
EM;"005704788";LOYALTY ON DEMAND!;Marke eingetragen
EM;"005704937";MyFive;Eintragung abgelaufen
EM;"005704961";MySix;Eintragung abgelaufen
EM;"005705231";CRAMMY;Eintragung abgelaufen
EM;"005705272";DataNAUT;Eintragung abgelaufen
EM;"005705281";MAPPY ITI;Marke eingetragen
EM;"005705348";LELAVANDOU.COM;Anmeldung zurückgenommen
EM;"005705645";XT9;Marke eingetragen
EM;"005705769";OFICINA MOVIL TELCEL;Eintragung gelöscht
EM;"005705777";PLAY BOX CHALLENGE;Eintragung abgelaufen
EM;"005706081";THE MOODSTERS;Eintragung abgelaufen
EM;"005706262";BIOFUSE;Anmeldung zurückgenommen
EM;"005706353";Fizzback;Marke eingetragen
EM;"005706379";Zattoo;Marke eingetragen
EM;"005706411";Rapidobject;Marke eingetragen
EM;"005706684";mobiBucks;Anmeldung zurückgenommen
EM;"005706734";SICSone;Marke eingetragen
EM;"005706882";be a winner;Anmeldung zurückgewiesen
EM;"005707005";MONEYWEEK;Marke eingetragen
EM;"005707096";MONEYMORNING;Marke eingetragen
EM;"005707559";BIDDING WARS;Eintragung abgelaufen
EM;"005708573";HPV ONCOTECT;Anmeldung zurückgenommen
EM;"005708805";ASKVILLE;Eintragung abgelaufen
EM;"005708953";LENNOX CONSULTING;Eintragung abgelaufen
EM;"005709092";SHOP24;Eintragung abgelaufen
EM;"005710017";FRUIT SH100%T;Eintragung abgelaufen
EM;"005710025";RESHAPING RADIATION THERAPY;Anmeldung zurückgewiesen
EM;"005710058";indoor-fairways;Anmeldung zurückgenommen
EM;"005710066";Traq360;Anmeldung zurückgenommen
EM;"005710173";ECOBJET;Marke eingetragen
EM;"005710645";Search Logic;Anmeldung zurückgenommen
EM;"005710728";NavitrackER;Marke eingetragen
EM;"005710827";mye-desktop;Marke eingetragen
EM;"005710876";NavitrackRF;Marke eingetragen
EM;"005711131";MELTWATER;Marke eingetragen
EM;"005711312";TOTCO;Marke eingetragen
EM;"005711353";AquaCCP;Marke eingetragen
EM;"005711511";STABLE MICRO SYSTEMS;Anmeldung zurückgenommen
EM;"005711651";ZYBRID;Marke eingetragen
EM;"005711676";STABIPLAN;Marke eingetragen
EM;"005711726";i-CBTC;Marke eingetragen
EM;"005711742";Wundertunes;Anmeldung zurückgenommen
EM;"005711825";vilago21;Eintragung abgelaufen
EM;"005711833";STABICAD;Marke eingetragen
EM;"005711841";EMBC European Municipal and Business Certification;Eintragung abgelaufen
EM;"005711932";LITECAST;Eintragung abgelaufen
EM;"005711957";PADDS;Marke eingetragen
EM;"005712047";BIONIZED;Eintragung abgelaufen
EM;"005712294";FOCHESATO ELECTRONICS;Eintragung abgelaufen
EM;"005712311";FOCHESATO SPORTS;Eintragung abgelaufen
EM;"005712476";ikey;Eintragung abgelaufen
EM;"005712492";MKR-Triori;Eintragung abgelaufen
EM;"005712591";LITELOGIC;Eintragung abgelaufen
EM;"005712773";GREENSHOOTS;Anmeldung zurückgenommen
EM;"005712872";CLEARSPACE;Eintragung abgelaufen
EM;"005713011";OMNISPHERE;Marke eingetragen
EM;"005713111";YURTH;Eintragung abgelaufen
EM;"005713128";EasyBorder;Marke eingetragen
EM;"005713201";INTER-JACKPOT LOTTO SHOPS JACKPOTS EUROPE;Eintragung abgelaufen
EM;"005713391";JART;Marke eingetragen
EM;"005713425";sms passcode;Eintragung gelöscht
EM;"005713433";EXTRICOM;Eintragung abgelaufen
EM;"005713441";CarryChart;Eintragung abgelaufen
EM;"005713516";CarryNews;Eintragung abgelaufen
EM;"005713524";FRAZER-NASH;Eintragung abgelaufen
EM;"005713565";MultiMice;Marke eingetragen
EM;"005714159";WINAGRI;Eintragung abgelaufen
EM;"005714282";Rigrid;Anmeldung zurückgenommen
EM;"005714316";JUMPTAGS;Anmeldung zurückgewiesen
EM;"005714647";JOBDIVA;Marke eingetragen
EM;"005714662";SOLARSTORM;Marke eingetragen
EM;"005714738";WINGREEN;Eintragung abgelaufen
EM;"005714787";Broadgate Capital;Eintragung abgelaufen
EM;"005714852";Classical European Horse Meditation;Eintragung abgelaufen
EM;"005715032";T-Service;Eintragung abgelaufen
EM;"005715172";e-SIAP;Marke eingetragen
EM;"005715263";IOR;Eintragung abgelaufen
EM;"005715354";TRIPLE 7;Anmeldung zurückgewiesen
EM;"005715628";Klassische Europäische Pferde-Meditation;Eintragung abgelaufen
EM;"005715685";INIÖ;Eintragung abgelaufen
EM;"005715834";PONYO ON THE CLIFF BY THE SEA;Anmeldung zurückgenommen
EM;"005716139";OPTIMOST;Marke eingetragen
EM;"005716238";Psiber;Marke eingetragen
EM;"005716345";delfonte;Marke eingetragen
EM;"005717021";PRAEMIUM;Marke eingetragen
EM;"005717061";OOVOO;Marke eingetragen
EM;"005717087";SMARTERWRAP;Eintragung abgelaufen
EM;"005717202";V-WRAP;Marke eingetragen
EM;"005717236";PRAEMIUM PRO FACTIS;Eintragung abgelaufen
EM;"005717293";ENTREPRENEUR IN ACTION;Eintragung abgelaufen
EM;"005717319";SMARTFUND;Marke eingetragen
EM;"005717327";OneClickDoku;Eintragung abgelaufen
EM;"005717376";MASTERINDEX;Marke eingetragen
EM;"005717434";Comfort Air;Eintragung abgelaufen
EM;"005717483";LABGENETICS;Eintragung abgelaufen
EM;"005717491";HUBMEETING;Eintragung abgelaufen
EM;"005717574";dotAsterisk;Eintragung abgelaufen
EM;"005717616";BEEBLOS;Eintragung abgelaufen
EM;"005717673";mobiSoccer;Marke eingetragen
EM;"005717681";mobiCompany;Eintragung abgelaufen
EM;"005717715";wisoBOOKS;Anmeldung zurückgenommen
EM;"005717772";Bluetrek UFO;Anmeldung zurückgenommen
EM;"005718151";TOUCHTILE;Eintragung abgelaufen
EM;"005718341";GUILLEM OLIVA;Anmeldung zurückgenommen
EM;"005718416";KNOA;Marke eingetragen
EM;"005718499";MECSEL;Marke eingetragen
EM;"005718771";BODiBEAT;Marke eingetragen
EM;"005719109";REDDMANGO;Eintragung abgelaufen
EM;"005719158";COSYNUS;Marke eingetragen - Löschung anhängig
EM;"005719331";GREINER;Marke eingetragen
EM;"005719398";Intellistart;Marke eingetragen
EM;"005719406";VOPIUM;Marke eingetragen
EM;"005719505";BIOMEDICAL KNOWLEDGE;Eintragung abgelaufen
EM;"005719547";Sheetfed Control;Anmeldung zurückgewiesen
EM;"005719588";LIFE SCIENCE KNOWLEDGE;Eintragung abgelaufen
EM;"005719646";MEDKNOWLEDGE;Eintragung abgelaufen
EM;"005719794";Jescali;Eintragung abgelaufen
EM;"005719877";business-monde;Eintragung abgelaufen
EM;"005720149";TECHNOLOGY KNOWLEDGE;Eintragung abgelaufen
EM;"005720248";ALEXANDRIA = LABSPACE;Marke eingetragen
EM;"005720321";CALLMINER;Marke eingetragen
EM;"005720339";EUREKA!;Marke eingetragen
EM;"005720421";BIO HOT RACK;Eintragung abgelaufen
EM;"005720446";ALEXANDRIA ACCELERATOR;Marke eingetragen
EM;"005720503";ALEXANDRIA INNOVATION CENTER;Marke eingetragen
EM;"005720537";ALEXANDRIA LIFE SCIENCE CENTRE AT EDINBURGH;Eintragung abgelaufen
EM;"005720545";VOKSVERSAND;Anmeldung zurückgenommen
EM;"005720552";GBRACING;Marke eingetragen
EM;"005720578";SCOTTISH ACCELERATOR;Eintragung abgelaufen
EM;"005720677";SCOTTISH BIOMEDICAL ACCELERATOR;Eintragung abgelaufen
EM;"005720693";SCOTTISH BIOTECH ACCELERATOR;Eintragung abgelaufen
EM;"005720701";ALEXANDRIA TECHNOLOGY CENTRE AT EDINBURGH;Eintragung abgelaufen
EM;"005720727";SCOTTISH LIFE SCIENCE ACCELERATOR;Eintragung abgelaufen
EM;"005720735";SCOTTISH TECHNOLOGY ACCELERATOR;Eintragung abgelaufen
EM;"005720751";DIALEGO;Marke eingetragen
EM;"005720776";MindVoyager;Eintragung abgelaufen
EM;"005721097";MET OFFICE UNIFIED MODEL;Eintragung abgelaufen
EM;"005721411";SAFC;Marke eingetragen
EM;"005721493";Talents Bridge;Eintragung abgelaufen
EM;"005721683";TOONTRACK;Marke eingetragen
EM;"005721841";AU1200;Eintragung abgelaufen
EM;"005721881";WILDCOINS;Marke eingetragen
EM;"005721931";RMI ALCHEMY;Eintragung abgelaufen
EM;"005722038";CAMPER TOGETHER;Marke eingetragen
EM;"005722211";RAPID STAT;Eintragung abgelaufen
EM;"005722236";StageSpace;Eintragung abgelaufen
EM;"005722376";ACTORIA;Eintragung abgelaufen
EM;"005722533";uReturn;Anmeldung zurückgenommen
EM;"005722591";AU1550;Eintragung abgelaufen
EM;"005722772";ALWAYS ON. ALWAYS AVOCENT.;Eintragung abgelaufen
EM;"005722814";unternehmer impulsgeber;Anmeldung zurückgewiesen
EM;"005722871";FondsExpress;Eintragung abgelaufen
EM;"005723135";HOA.ECM;Eintragung abgelaufen
EM;"005723242";mediaclipping;Eintragung abgelaufen
EM;"005723291";ALLFAC;Eintragung abgelaufen
EM;"005723549";Kubikfoto;Eintragung abgelaufen
EM;"005723556";VANGENT;Eintragung abgelaufen
EM;"005723564";VANGENT SOLUTIONS;Anmeldung zurückgenommen
EM;"005723614";Businesses Living IN Change BLINC;Eintragung abgelaufen
EM;"005723671";DRAGO;Anmeldung zurückgenommen
EM;"005723821";ORGANICE;Marke eingetragen
EM;"005724216";UNDERGROUND TV;Anmeldung zurückgewiesen
EM;"005724836";DERIC;Eintragung abgelaufen
EM;"005724919";backcombi;Anmeldung zurückgenommen
EM;"005725056";MEDIA INTERACTIVATION;Eintragung abgelaufen
EM;"005725353";SCAN2WEB;Eintragung abgelaufen
EM;"005725387";sehen und verstehen;Eintragung abgelaufen
EM;"005725445";THE DRIVER'S VOICE;Eintragung abgelaufen
EM;"005725551";WIN & MORE;Marke eingetragen
EM;"005725684";THE RETAIL DOCTOR;Marke eingetragen
EM;"005725726";GENDIAG.EXE;Marke eingetragen
EM;"005726054";AAT;Marke eingetragen
EM;"005726062";Aston;Marke eingetragen
EM;"005726252";LE PETIT JOURNAL;Anmeldung zurückgenommen
EM;"005726435";KOPPEN & LETHEM;Marke eingetragen
EM;"005726757";AWARD PFP;Eintragung abgelaufen
EM;"005726781";DipPFP;Eintragung abgelaufen
EM;"005726799";AlpFactory;Eintragung abgelaufen
EM;"005726807";MAWERA;Marke eingetragen
EM;"005726914";studi;Anmeldung zurückgenommen
EM;"005727631";LIFE KNOWLEDGE;Eintragung abgelaufen
EM;"005727649";BIOKNOWLEDGE;Eintragung abgelaufen
EM;"005727656";BIOTECHKNOWLEDGE;Eintragung abgelaufen
EM;"005727789";LOGCX;Eintragung abgelaufen
EM;"005727805";Elektror;Marke eingetragen
EM;"005728282";CLINADVISOR;Eintragung abgelaufen
EM;"005728399";AllFonds;Eintragung abgelaufen
EM;"005728597";PATIENT SAFETYNET;Anmeldung zurückgenommen
EM;"005728829";TRUEME;Anmeldung zurückgenommen
EM;"005728861";JUMPUP;Eintragung abgelaufen
EM;"005728894";VOICENGER;Anmeldung zurückgenommen
EM;"005729231";PATAPON;Marke eingetragen
EM;"005729264";PLAYSTATION EDGE;Marke eingetragen
EM;"005729504";FastForm;Marke eingetragen
EM;"005729512";OPSC;Eintragung abgelaufen
EM;"005729884";RAILEDGE;Marke eingetragen
EM;"005730081";CONTENTWORKZ;Eintragung abgelaufen
EM;"005730114";RIPPLE;Eintragung gelöscht
EM;"005730131";RETURN TO SENDER;Marke eingetragen
EM;"005730171";unityyou;Eintragung abgelaufen
EM;"005730189";THE GROUP OF 20+1;Marke eingetragen
EM;"005730429";Saveme;Eintragung abgelaufen
EM;"005730551";MERRY-GO-ROUND DREAMS;Anmeldung zurückgenommen
EM;"005730651";WMTEC;Marke eingetragen
EM;"005730767";AXIAL;Eintragung abgelaufen
EM;"005730817";VOLKSVERSAND;Marke eingetragen
EM;"005730858";Client Genie;Eintragung abgelaufen
EM;"005731047";WARTECH;Eintragung abgelaufen
EM;"005731261";Five Aces;Eintragung abgelaufen
EM;"005732581";SyncStation;Marke eingetragen
EM;"005732623";Basix;Anmeldung zurückgenommen
EM;"005732896";FaveOtron;Eintragung abgelaufen
EM;"005733092";SPURS;Marke eingetragen
EM;"005733373";beqas;Eintragung abgelaufen
EM;"005733415";CODERAGE;Marke eingetragen
EM;"005733861";JUNKIE XL;Eintragung abgelaufen
EM;"005734041";MD Patran;Marke eingetragen
EM;"005734066";HEARCARE;Marke eingetragen
EM;"005734124";IMVU;Marke eingetragen
EM;"005734281";BREAKING TRENDS;Marke eingetragen
EM;"005734298";Aqua Sirius;Eintragung abgelaufen
EM;"005734314";bimply;Eintragung abgelaufen
EM;"005734322";floobs;Eintragung abgelaufen
EM;"005734702";TIPPYTERM;Marke eingetragen
EM;"005734827";ColorPen;Marke eingetragen
EM;"005734926";ACTIVE THEATER;Eintragung abgelaufen
EM;"005734991";eod;Marke eingetragen
EM;"005735055";ENTRUST;Marke eingetragen
EM;"005735154";Conformity Explorer;Marke eingetragen
EM;"005735212";Luxury Decoded Panel;Eintragung abgelaufen
EM;"005735287";UBIDOMUS;Eintragung abgelaufen
EM;"005735816";SIROCCO;Eintragung abgelaufen
EM;"005735956";Metagil;Marke eingetragen
EM;"005736038";Eyepos;Eintragung abgelaufen
EM;"005736095";Diino;Eintragung abgelaufen
EM;"005736194";IPPEDIA;Eintragung abgelaufen
EM;"005736368";4DSL;Anmeldung zurückgenommen
EM;"005736392";1&1 4DSL;Marke eingetragen
EM;"005736418";DYNAMIC ARCHITECTURE;Eintragung abgelaufen
EM;"005737127";UBQ;Eintragung abgelaufen
EM;"005737382";GUINNESS;Marke eingetragen
EM;"005737465";CHICAGO;Anmeldung zurückgenommen
EM;"005737515";EXALIEF;Marke eingetragen
EM;"005737796";LET THERE BE LIGHT;Eintragung abgelaufen
EM;"005737895";BROADWORKS;Marke eingetragen
EM;"005740915";BASSWORX;Marke eingetragen
EM;"005741038";ALEIER;Eintragung abgelaufen
EM;"005741582";IGLOW;Marke eingetragen
EM;"005742028";OLEZO;Eintragung abgelaufen
EM;"005742184";THE NORMS;Eintragung abgelaufen
EM;"005742382";NASKEO;Marke eingetragen
EM;"005742903";Hypervariate Similaritätsmodellierung;Marke eingetragen
EM;"005742961";QR Quick Result;Eintragung abgelaufen
EM;"005743224";SNAPin;Anmeldung zurückgenommen
EM;"005743729";DocuSnap;Marke eingetragen
EM;"005744107";about-drinks;Eintragung abgelaufen
EM;"005744131";bevcat;Eintragung abgelaufen
EM;"005744248";RIGHTLIGHT;Anmeldung zurückgenommen
EM;"005744321";SPEAKERHEART;Eintragung abgelaufen
EM;"005744339";STOREBLOCKS;Eintragung abgelaufen
EM;"005744412";RENEW MEDICA;Marke eingetragen
EM;"005744421";Vivid Light;Eintragung abgelaufen
EM;"005744446";RIGHTSOUND;Anmeldung zurückgewiesen
EM;"005744487";BlueWhale;Eintragung abgelaufen
EM;"005744495";THINKING AHEAD;Eintragung abgelaufen
EM;"005744537";REVOLUTIONARY LEARNING MACHINE;Anmeldung zurückgenommen
EM;"005744594";PRODIS;Marke eingetragen
EM;"005744818";SPIRIT MEDIA;Marke eingetragen
EM;"005744974";CLIPTEC;Anmeldung zurückgewiesen
EM;"005745211";yucon;Eintragung abgelaufen
EM;"005745691";MyInsider;Eintragung abgelaufen
EM;"005745765";public CB;Anmeldung zurückgenommen
EM;"005746011";BLOCK MATCH;Marke eingetragen
EM;"005746037";WITNESS;Marke eingetragen
EM;"005746045";ANGA Cable;Marke eingetragen
EM;"005746102";INTUIT;Anmeldung zurückgenommen
EM;"005746185";T-Mobile Street Gigs;Eintragung abgelaufen
EM;"005746326";MY HORSE AND ME;Eintragung abgelaufen
EM;"005746375";OPEN;Anmeldung zurückgewiesen
EM;"005746557";DigtAir;Marke eingetragen
EM;"005746581";LOCK 5;Anmeldung zurückgenommen
EM;"005746607";Digta VoXess;Marke eingetragen
EM;"005746615";VoXess;Marke eingetragen
EM;"005746714";Apotheken-Handy PT;Anmeldung zurückgenommen
EM;"005746862";RELINO;Marke eingetragen
EM;"005746871";ELLIPSON;Eintragung abgelaufen
EM;"005746904";IDEASTORM;Marke eingetragen
EM;"005746961";HUURRE HOT;Eintragung abgelaufen
EM;"005747027";ADMITTO;Marke eingetragen
EM;"005747051";CLEAR-COM ENCORE;Marke eingetragen
EM;"005747068";A TATA ENTERPRISE;Marke eingetragen
EM;"005747076";THE FLOWER POPPLETS;Anmeldung zurückgenommen
EM;"005747092";VOXIO;Marke eingetragen
EM;"005747142";YOYO GAMES;Anmeldung zurückgenommen
EM;"005747332";PILI;Eintragung abgelaufen
EM;"005747357";EXPERTWARE;Marke eingetragen
EM;"005747415";IET THE KNOWLEDGE NETWORK;Eintragung abgelaufen
EM;"005747431";PROQUOTE;Eintragung abgelaufen
EM;"005747506";akcepto;Marke eingetragen
EM;"005747696";E & T;Marke eingetragen
EM;"005747787";PUBLIC INTEREST LAW INSTITUTE;Eintragung abgelaufen
EM;"005747993";RAPIDSCALE;Eintragung abgelaufen
EM;"005748256";CASTAWAY;Marke eingetragen
EM;"005748447";ORIS;Eintragung abgelaufen
EM;"005748471";BACKELITE;Marke eingetragen
EM;"005748785";DIEMA;Anmeldung zurückgenommen
EM;"005749023";C.MATIC;Marke eingetragen
EM;"005749304";Jobfeed;Eintragung abgelaufen
EM;"005749486";TOKTUMI;Eintragung abgelaufen
EM;"005749791";T-Advantage;Eintragung abgelaufen
EM;"005749817";COMBAT READY;Eintragung abgelaufen
EM;"005749825";RUPTURE;Eintragung abgelaufen
EM;"005750021";DJEZZY;Marke eingetragen
EM;"005750328";SEAMONKEY;Marke eingetragen
EM;"005750336";E.ON ES;Marke eingetragen
EM;"005750351";CELLFISH;Marke eingetragen
EM;"005750377";WOLTERS KLUWER THE PROFESSIONAL'S FIRST CHOICE;Eintragung abgelaufen
EM;"005750419";face4you;Anmeldung zurückgenommen
EM;"005750831";EMERALD DINNER;Anmeldung zurückgenommen
EM;"005750948";AIPERMON;Eintragung abgelaufen
EM;"005751235";OYYY;Eintragung abgelaufen
EM;"005751367";VOLPRIME;Marke eingetragen
EM;"005751524";Swiss Security;Anmeldung zurückgenommen
EM;"005751771";ALEXANDRIA BIOTECHNOLOGY ACCELERATOR;Eintragung abgelaufen
EM;"005751813";badongo;Eintragung abgelaufen
EM;"005751821";ALEXANDRIA BIOTECHNOLOGY CENTER;Eintragung abgelaufen
EM;"005751871";ALEXANDRIA LIFE SCIENCE CENTER;Marke eingetragen
EM;"005751896";ALEXANDRIA LIFE SCIENCE CENTRE AT BRM;Eintragung abgelaufen
EM;"005751904";Cleverlance;Marke eingetragen
EM;"005751953";ALEXANDRIA TECHNOLOGY CENTER;Eintragung abgelaufen
EM;"005752118";Lonep;Eintragung abgelaufen
EM;"005752266";CIPHERMAX;Anmeldung zurückgenommen
EM;"005752282";PROTEC ALLIANCE;Eintragung abgelaufen
EM;"005752291";alarm2you;Anmeldung zurückgenommen
EM;"005752399";ZÖLLNER;Marke eingetragen
EM;"005752449";SANE;Marke eingetragen
EM;"005752464";SMARTSCANNDY;Eintragung abgelaufen
EM;"005752481";psb intralogistics - experience the difference;Eintragung abgelaufen
EM;"005752654";SEEDSTUDIO;Marke eingetragen
EM;"005752911";PONYO ON THE CLIFF BY THE SEA;Marke eingetragen
EM;"005753439";SAPLE;Eintragung abgelaufen
EM;"005753686";MULTIPLIED MEDIA;Eintragung abgelaufen
EM;"005753843";sMeet;Eintragung abgelaufen
EM;"005754072";daywalker;Marke eingetragen
EM;"005754189";FANIA ALL STARS;Marke eingetragen
EM;"005754197";FANIA;Marke eingetragen
EM;"005754346";GemmoPay;Eintragung abgelaufen
EM;"005754361";GemmoGate;Eintragung abgelaufen
EM;"005754403";GemmoInfo;Eintragung abgelaufen
EM;"005754452";A1 live! TV;Marke eingetragen
EM;"005754478";GAVITAN;Eintragung abgelaufen
EM;"005754528";A1 TV;Marke eingetragen
EM;"005754544";OUTOTEC;Marke eingetragen
EM;"005754593";A1 BRILLIANT TV;Eintragung abgelaufen
EM;"005754726";Extendo;Marke eingetragen
EM;"005754825";HELL'S KITCHEN;Marke eingetragen
EM;"005754833";BEKO for the new you;Eintragung abgelaufen
EM;"005754957";COBELLA;Marke eingetragen
EM;"005755475";Wisolution;Marke eingetragen
EM;"005755509";CASSA DI RISPARMIO DEL FRIULI VENEZIA GIULIA;Marke eingetragen
EM;"005755517";CASSA DI RISPARMIO DEL FVG;Marke eingetragen
EM;"005755657";FVG;Marke eingetragen
EM;"005755871";feinschmecker;Anmeldung zurückgenommen
EM;"005756143";porthus;Eintragung abgelaufen
EM;"005756391";SYNLIFE;Eintragung abgelaufen
EM;"005756432";JOBTOP;Marke eingetragen
EM;"005756937";LEKTRIEVER;Eintragung abgelaufen
EM;"005756961";TAXSTREAM;Eintragung abgelaufen
EM;"005757117";LEXSTREAM;Eintragung abgelaufen
EM;"005757364";ZANGO;Anmeldung zurückgenommen
EM;"005757463";Longshine;Marke eingetragen
EM;"005757687";THE MR MEN SHOW;Eintragung abgelaufen
EM;"005758248";Connect4Biz;Anmeldung zurückgewiesen
EM;"005758421";AT IS THAT;Eintragung abgelaufen
EM;"005758545";FINNONE;Marke eingetragen
EM;"005758644";CASH@WILL;Marke eingetragen
EM;"005758751";SERVICESUITE;Marke eingetragen
EM;"005758784";Thermovolt;Eintragung abgelaufen
EM;"005758982";GMD;Anmeldung zurückgenommen
EM;"005759055";ANYSITE;Marke eingetragen
EM;"005759329";ANIÁN;Anmeldung zurückgenommen
EM;"005759444";CLEARSPRING;Eintragung abgelaufen
EM;"005759469";DA VINCI S;Marke eingetragen
EM;"005759618";Hubert;Marke eingetragen
EM;"005759881";ATLET TOTAL;Eintragung abgelaufen
EM;"005759899";PARROT MK6100;Eintragung abgelaufen
EM;"005760012";POLAND UKRAINE 2012;Eintragung abgelaufen
EM;"005760244";Kale Wood;Eintragung abgelaufen
EM;"005760681";SCHUCO;Marke eingetragen
EM;"005760764";BERGAMOSAT;Eintragung abgelaufen
EM;"005761011";STUMBLEUPON;Marke eingetragen
EM;"005761085";STUMBLE!;Marke eingetragen
EM;"005761382";PETERS PHONE;Eintragung abgelaufen
